unitUIID	sortUI	file	fileVerFlags	unitSound	tilesetSpecific	name	unitClass	special	campaign	inEditor	hiddenInEditor	hostilePal	dropItems	nbmmIcon	useClickHelper	hideHeroBar	hideHeroMinimap	hideHeroDeathMsg	hideOnMinimap	blend	scale	legacyScale	scaleBull	maxPitch	maxRoll	elevPts	elevRad	fogRad	walk	run	selZ	weap1	weap2	teamColor	customTeamColor	armor	modelScale	legacyModelScale	red	green	blue	uberSplat	unitShadow	buildingShadow	shadowW	shadowH	shadowX	shadowY	shadowOnWater	selCircOnWater	occH	InBeta
Efur	z1	units\nightelf\Furion\Furion	0	Furion	0	furion		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	50	0	180	180	0	_	_	-1	0	Flesh	1.1	1.1	255	255	255	_	Shadow	_	140	140	60	60	1	0	0	0
Eidm	z1	units\nightelf\HeroDemonHunter\HeroDemonHunter	0	IllidanMorphed	0	illidandemonform		1	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	350	350	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	0
Eill	z1	units\nightelf\HeroDemonHunter\HeroDemonHunter	0	Illidan	0	illidan		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	300	300	0	MetalHeavySlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	0
Eilm	z1	units\nightelf\HeroDemonHunter\HeroDemonHunter	0	IllidanMorphed	0	illidanmorphed		1	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	350	350	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	0
Ekgg	z1	units\nightelf\HeroKeeperoftheGroveGhost\HeroKeeperoftheGroveGhost	0	HeroKeeperoftheGrove	0	keeperofthegroveghost		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.25	2.25	1	45	10	-	30	0	240	240	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	75	75	1	0	0	0
Emfr	z1	units\nightelf\MalFurion\MalFurion	0	MalFurion	0	malfurion		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.25	2.25	1	45	10	-	30	0	240	240	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	200	200	75	75	1	0	0	0
Emns	z1	units\nightelf\MalFurion\MalFurionNoStag	0	Furion	0	malfurionnostag		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.25	2.25	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	120	120	55	55	1	0	0	0
Etyr	z1	units\nightelf\HeroMoonPriestess\HeroMoonPriestess	0	Tyrande	0	tyrande		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.25	2.25	1	45	10	-	50	0	300	300	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	85	85	1	0	0	0
Ewrd	z1	units\nightelf\Maiev\Maiev	0	Maiev	0	maiev		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	30	0	300	300	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	85	85	1	0	0	0
Hant	z1	units\human\HeroArchMage\HeroArchMage	0	HeroArchMage	0	antonidus		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255		Shadow	_	140	140	70	70	1	0	0	0
Hapm	z1	units\other\Proudmoore\Proudmoore	0	Proudmoore	0	admiralproudmoore		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1.1	1.1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Harf	z1	units\human\ArthaswithSword\ArthaswithSword	0	Arthas	0	arthaswithfrostmourne		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1.1	1.1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Hart	z1	units\human\Arthas\Arthas	0	Arthas	0	arthas		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1.1	1.1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Hdgo	z1	units\human\HeroPaladinBoss2\HeroPaladinBoss2	0	HeroPaladin	0	dagren		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Hhkl	z1	units\human\HeroPaladinBoss\HeroPaladinBoss	0	HeroPaladin	0	halahk		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Hjai	z1	units\human\Jaina\Jaina	0	Jaina	0	jaina		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	5	5	-	20	0	400	400	0	_	_	-1	0	Flesh	1	1	255	255	255		Shadow	_	140	140	70	70	1	0	0	0
Hkal	z1	units\human\Kael\Kael	0	Kael	0	kael		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	30	0	250	250	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	170	170	65	65	1	0	0	0
Hlgr	z1	units\creeps\LordGarithos\LordGarithos	0	Garithos	0	lordgarithos		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.6	1.6	1	45	10	-	30	0	380	380	0	MetalHeavyBash	_	-1	0	Metal	1.2	1.2	255	255	255	_	Shadow	_	190	190	75	75	1	0	0	0
Hmbr	z1	units\human\Muradin\Muradin	0	Muradin	0	muradinbronzebeard		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Hmgd	z1	units\human\HeroPaladin\HeroPaladin	0	HeroPaladin	0	margoth		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Hpb1	z1	units\human\HeroPaladinBoss\HeroPaladinBoss	0	HeroPaladin	0	paladinboss1		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Hpb2	z1	units\human\HeroPaladinBoss2\HeroPaladinBoss2	0	HeroPaladin	0	paladinboss2		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Huth	z1	units\human\Uther\Uther	0	Uther	0	uther		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	30	0	200	200	0	MetalHeavyBash	_	-1	0	Metal	1.1	1.1	255	255	255	_	Shadow	_	100	100	50	50	1	0	0	0
Hvsh	z1	units\naga\LadyVashj\LadyVashj	0	SeaWitch	0	ladyvashj		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	1	0	0
Hvwd	z1	units\creeps\SylvanusWindrunner\SylvanusWindrunner	0	Sylvanus	0	sylvanuswindrunner		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1.1	1.1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Nbbc	z1	units\demon\HeroChaosBladeMaster\HeroChaosBladeMaster	0	HeroBladeMaster	0	blackrockblademaster	OHero04	0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.15	1.15	1	10	10	-	50	0	290	290	0	MetalHeavySlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	70	70	1	0	0	0
Nklj	z1	units\demon\Kiljaeden\Kiljaeden	0		0	kiljaeden	zzdemon	0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.7	1.7	1	10	10	-	50	0	210	210	0	MetalHeavySlice	_	-1	0	Ethereal	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
Nkjx	z1	units\other\KiljaedenCinema\KiljaedenCinema	0		0	kiljaedencinematic	zzdemon	1	1	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	10	10	-	50	0	210	210	0	MetalHeavySlice	_	-1	0	Ethereal	1	1	255	255	255	_	_	_					1	0	0	0
Nmag	z1	units\demon\HeroPitLord\HeroPitLord	0	PitLord	0	magtheridon	zzdemon	0	1	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	45	10	-	50	0	125	350	0	MetalHeavySlice	_	-1	0	Stone	1.35	1.35	255	255	255	_	Shadow	_	180	180	90	90	1	0	0	0
Nman	z1	units\demon\Mannoroth\Mannoroth	0	Pitlord	0	mannoroth	UUnit15	0	1	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	45	10	-	50	0	90	90	0	MetalHeavySlice	_	-1	0	Stone	1.7	1.7	255	255	255	_	Shadow	_	300	300	120	120	1	0	0	0
Npld	z1	units\demon\PitLord\PitLord	0	PitLord	0	oldpitlord	zzdemon	0	1	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	45	10	-	50	0	210	210	0	MetalHeavySlice	_	-1	0	Stone	1.35	1.35	255	255	255	_	Shadow	_	180	180	90	90	1	0	0	0
Nsjs	z1	Units\Creeps\PandarenBrewmaster\PandarenBrewmaster	0	PandarenBrewmaster	0	sinjostormstout		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
Ocbh	z1	units\orc\HeroTaurenChieftainCIN\HeroTaurenChieftainCIN	0	Cairne	0	cairnebloodhoof		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	200	200	0	MetalHeavyChop	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	100	100	1	0	0	0
Ocb2	z1	units\orc\HeroTaurenChieftainCIN\HeroTaurenChieftainCIN	0	Cairne	0	cairnebloodhoofexp		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	200	200	0	MetalHeavyChop	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	100	100	1	0	0	0
Odrt	z1	units\orc\HeroFarSeer\HeroFarSeer	0	DrekThar	0	drekthar		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	45	10	-	50	0	260	260	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	75	75	1	0	0	0
Ogld	z1	units\orc\OrcWarlockGuldan\OrcWarlockGuldan	0	PitLord	0	guldan		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.4	1.4	1	10	10	-	30	0	380	380	0	MetalHeavyBash	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	190	190	75	75	1	0	0	0
Ogrh	z1	units\orc\Hellscream\Hellscream	0	Grom	0	gromhellscream		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.15	1.15	1	10	10	-	50	0	290	290	0	MetalHeavySlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	70	70	1	0	0	0
Opgh	z1	units\demon\ChaosHellscream\ChaosHellscream	0	Grom	0	possessedgromhellscream		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.15	1.15	1	10	10	-	50	0	290	290	0	MetalHeavySlice	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	140	140	70	70	1	0	0	0
Orex	z1	Units\Other\Rexxar\Rexxar	0	Beastmaster	0	rexxar		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	230	230	75	75	1	0	0	0
Orkn	z1	units\orc\HeroShadowHunter\HeroShadowHunter	0	Rokhan	0	rokhan		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.2	1.2	1	45	10	-	30	0	300	300	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	85	85	1	0	0	0
Osam	z1	units\orc\HeroBladeMaster\HeroBladeMaster	0	HeroBladeMaster	0	samuro		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	30	0	290	290	0	MetalHeavySlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	60	60	1	0	0	0
Otcc	z1	units\orc\HeroTaurenChieftainCIN\HeroTaurenChieftainCIN	0	Cairne	0	cairnebloodhoofcinematic		1	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	200	200	0	MetalHeavyChop	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	200	200	100	100	1	0	0	0
Othr	z1	units\orc\Thrall\Thrall	0	Thrall	0	thrall		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	50	0	260	260	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	160	160	80	80	1	0	0	0
Uanb	z1	units\undead\Anubarak\Anubarak	0	HeroCryptLord	0	anubarak		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.85	1.85	1	30	30	-	100	0	180	180	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	280	280	112	112	1	0	0	0
Ubal	z1	units\undead\Tichondrius\Tichondrius	0	HeroDreadLord	0	balnazzar		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.9	1.9	1	10	10	-	30	0	240	240	0	_	_	-1	0	Flesh	1.6	1.6	255	200	200	_	Shadow	_	120	120	60	60	1	0	0	0
Uclc	z1	units\undead\HeroLichCIN\HeroLichCIN	0	KelThuzadLich	0	kelthuzadlichcinematic		1	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Udth	z1	units\undead\HeroDreadLord\HeroDreadLord	0	HeroDreadLord	0	detheroc		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	10	10	-	30	0	240	240	0	_	_	-1	0	Flesh	1.4	1.4	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Uear	z1	units\undead\EvilArthas\UndeadArthas	0	EvilArthas	0	evilarthas		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.85	1.85	1	45	10	-	30	0	380	380	0	MetalHeavySlice	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	140	140	70	70	1	0	0	0
Uktl	z1	units\undead\HeroLich\HeroLich	2	KelThuzadLich	0	kelthuzadlich		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Umal	z1	units\undead\HeroDreadLord\HeroDreadLord	0	HeroDreadLord	0	malganis		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Usyl	z1	Units\Undead\EvilSylvanas\EvilSylvanas	0	EvilSylvanas	0	evilsylvanas		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
Utic	z1	units\undead\Tichondrius\Tichondrius	0	Tichondrius	0	tichondrius		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	30	0	240	240	0	_	_	-1	0	Flesh	1.15	1.15	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Uvar	z1	units\undead\Tichondrius\Tichondrius	0	Varimathras	0	varimathras		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	10	10	-	30	0	240	240	0	_	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Uvng	z1	units\undead\HeroDreadLord\HeroDreadLord	0	HeroDreadLord	0	vengyr		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	30	0	240	240	0	_	_	-1	0	Flesh	1.15	1.15	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Uwar	z1	units\demon\Warlock\Warlock	0	Warlock	0	archimonde	UUnit16	0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.1	2.1	1	5	5	-	50	0	200	200	0	_	_	-1	0	Flesh	1.4	1.4	255	255	255	_	Shadow	_	240	240	100	100	1	0	0	0
Hgam	z1	units\other\HeroArchMageGhost\HeroArchMageGhost	0	HeroArchMage	0	ghostlyarchmage		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	30	0	260	260	0	_	_	-1	0	Flesh	1	1	255	255	255		_	_					1	0	0	0
eilw	z2	units\other\IllidanEvilCaged\IllidanEvilCaged	0	PrisonWagon	0	illidanwagon		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	45	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	240	240	120	120	1	0	0	0
enec	z2	units\nightelf\Runner\Runner	0	Runner	0	nightelfrunner		0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	shadow	_	80	80	40	40	1	0	0	0
ensh	z2	units\nightelf\Huntress\Huntress	0	Naisha	0	naisha		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	10	-	30	0	240	240	0	MetalMediumSlice	_	-1	0	Flesh	1.2	1.2	255	125	255	_	Shadow	_	190	190	75	75	1	0	0	0
eshd	z2	units\nightelf\Shandris\Shandris	0	Shandris	0	shandris		0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	290	290	0	_	_	-1	0	Flesh	1.1	1.1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	0
etrs	z2	units\nightelf\NightElfTransportShip\NightElfTransportShip	0	Boat	0	nightelftransportship	boat	0	1	1	0	-	1	-	0	0	0	0	0	0.15	3	3	1	0	0	-	50	0	240	240	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	1	0	0
hbew	z2	units\other\BloodElfWagon\BloodElfWagon	0		0	bloodelfwagon		0	1	1	0	-	1	-	0	0	0	0	0	0.15	2.5	2.5	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	240	240	120	120	1	0	0	0
hcth	z2	units\human\TheCaptain\TheCaptain	0	Captain	0	thecaptain	 	0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.2	1.2	1	10	10	-	20	0	200	200	0	MetalMediumSlice	_	-1	0	Metal	1.15	1.15	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
hhdl	z2	units\human\KnightNoRider\KnightNoRider	0	KnightNoRider	0	riderlesshorse		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.4	1.4	1	45	10	-	50	0	200	200	0	MetalMediumSlice	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
hhes	z2	units\human\TheCaptain\TheCaptain	0	HighElfSwordsman	0	highelvenswordsman	 	0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.2	1.2	1	10	10	-	20	0	200	200	0	MetalMediumSlice	_	-1	0	Metal	0.9	0.9	255	255	180	_	Shadow	_	120	120	60	60	1	0	0	0
hrdh	z2	units\critters\PackHorse\PackHorse	0	KnightNoRider	0	packhorse		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.4	1.4	1	45	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
Naka	z1	units\other\DranaiAkama\DranaiAkama	0	Akama	0	akama		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	10	10	-	20	0	210	210	0	MetalMediumSlice	_	-1	0	Flesh	1.5	1.5	255	255	255		Shadow	_	140	140	50	50	1	0	0	0
nsw1	z2	units\creeps\FelstalkerPurple\FelstalkerPurple	0	Felhound	0	spiritbeast	felstalkersum	1	1	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	45	10	-	30	0	200	200	0	WoodMediumBash	_	-1	0	Flesh	0.8	0.8	255	200	200	_	Shadow	_	140	140	50	50	1	0	0	0
nsw2	z2	units\creeps\FelstalkerPurple\FelstalkerPurple	0	Felhound	0	spiritbeast2	felstalkersum	1	1	1	0	1	1	-	0	0	0	0	0	0.15	1.7	1.7	1	45	10	-	30	0	200	200	0	WoodMediumBash	_	-1	0	Flesh	1.15	1.15	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nsw3	z2	units\creeps\FelstalkerPurple\FelstalkerPurple	0	Felhound	0	spiritbeast3	felstalkersum	1	1	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	30	0	200	200	0	WoodMediumBash	_	-1	0	Flesh	1.4	1.4	220	220	220	_	Shadow	_	140	140	50	50	1	0	0	0
ncat	z2	units\orc\catapult\catapult	2	Catapult	0	demolisherdraenei		0	1	1	0	0	1	-	0	0	0	0	0	0.15	2.75	2.75	1	45	45	4	50	0	150	150	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	280	280	110	110	1	0	0	0
nbee	z2	units\critters\HighElfPeasant\HighElfPeasant	0	BloodElfEngineer	0	bloodelfengineer		0	1	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	shadow	_	80	80	40	40	1	0	0	0
nbel	z2	units\other\BloodElfLieutenant\BloodElfLieutenant	0	SpellBreaker	0	bloodelflieutenant		0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.2	1.2	1	10	10	-	20	0	300	300	0	MetalMediumSlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nbsp	z2	doodads\northrend\water\Battleship\Battleship	0		0	battleship		1	1	1	0	0	1	-	0	0	0	0	0	0.15	4	4	1	0	0	-	50	0	250	250	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	500	500	200	200	1	0	0	0
nchg	z2	units\demon\ChaosGrunt\ChaosGrunt	0	ChaosGrunt	0	chaosgrunt	OUnit20	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	240	240	0	MetalMediumChop	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
nchr	z2	units\demon\ChaosWolfRider\ChaosWolfRider	0	WolfRider	0	chaoswolfrider	OUnit21	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1.6	1.6	1	45	10	-	50	0	360	360	0	MetalMediumSlice	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	190	190	75	75	1	0	0	0
nchw	z2	units\demon\ChaosWarlock\ChaosWarlock	0	Shaman	0	chaoswarlock	OUnit19	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1.15	1.15	1	10	10	-	50	0	250	250	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	150	150	60	60	1	0	0	0
nckb	z2	units\demon\ChaosKotoBeast\ChaosKotoBeast	0	KotoBeast	0	chaoskotobeast	OUnit22	0	1	1	0	1	1	-	0	0	0	0	0	0.15	2.25	2.25	1	45	10	2	50	0	100	240	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	310	280	120	120	1	0	0	0
ncpn	z2	units\demon\ChaosPeon\ChaosPeon	0	Peon	0	chaospeon	OUnit23	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	20	0	180	180	0	MetalLightChop	AxeMediumChop	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	120	120	50	50	1	0	0	0
ndmu	z2	units\other\DalaranMutant\DalaranMutant	0	Zombie	0	dalaranmutant		0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	20	0	150	150	0	WoodMediumBash	AxeMediumChop	-1	0	Flesh	1.75	1.75	255	255	255	_	Shadow	_	120	120	60	60	1	0	0	0
ndrd	z2	units\other\DranaiWhite\DranaiWhite	0	Draenei	0	draeneidarkslayer	draenei	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	20	0	210	210	0	MetalMediumSlice	_	-1	0	Metal	1.15	1.15	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
ndrn	z2	units\other\DranaiWhite\DranaiWhite	0	Draenei	0	draeneivindicator	draenei	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	10	10	-	20	0	210	210	0	MetalMediumSlice	_	-1	0	Metal	1.15	1.15	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
ndrt	z2	units\other\Dranai\Dranai	0	Draenei	0	draeneistalker	draenei	0	1	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	10	10	-	20	0	210	210	0	MetalMediumSlice	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
ndrf	z2	units\other\Dranai\Dranai	0	Draenei	0	draeneiguardian	draenei	0	0	1	0	1	1	-	0	0	0	0	0	0.15	0.85	0.85	1	10	10	-	20	0	210	210	0	MetalMediumSlice	_	-1	0	Metal	0.8	0.8	255	165	165	_	Shadow	_	140	140	50	50	1	0	0	0
ndrh	z2	units\other\DranaiMage\DranaiMage	0	Draenei	0	draeneiharbinger	draenei	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.05	1.05	1	10	10	-	50	0	185	185	0	_	_	-1	0	Flesh	1	1	140	255	255	_	Shadow	_	120	120	50	50	1	0	0	0
ndrj	z2	units\other\DalaranReject\DalaranReject	0	Zombie	0	dalaranreject		0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.45	1.45	1	10	10	-	20	0	150	150	0	WoodMediumBash	_	-1	0	Flesh	1.15	1.15	200	150	255	_	Shadow	_	140	140	50	50	1	0	0	0
ndrm	z2	units\other\DranaiMage\DranaiMage	0	Draenei	0	draeneidisciple	draenei	0	0	1	0	1	1	-	0	0	0	0	0	0.15	0.85	0.85	1	10	10	-	50	0	185	185	0	_	_	-1	0	Flesh	0.8	0.8	255	255	140	_	Shadow	_	120	120	50	50	1	0	0	0
ndrp	z2	units\other\DranaiWhite\DranaiWhite	0	Draenei	0	draeneiprotector	draenei	0	0	1	0	1	1	-	0	0	0	0	0	0.15	0.95	0.95	1	10	10	-	20	0	210	210	0	MetalMediumSlice	_	-1	0	Metal	0.9	0.9	165	165	255	_	Shadow	_	140	140	50	50	1	0	0	0
