unitWeaponID	sortWeap	sort2	comment(s)	weapsOn	acquire	minRange	castpt	castbsw	launchX	launchY	launchZ	launchSwimZ	impactZ	impactSwimZ	weapType1	targs1	showUI1	rangeN1	RngTst	RngBuff1	atkType1	weapTp1	cool1	mincool1	dice1	sides1	dmgplus1	dmgUp1	mindmg1	avgdmg1	maxdmg1	dmgpt1	backSw1	Farea1	Harea1	Qarea1	Hfact1	Qfact1	splashTargs1	targCount1	damageLoss1	spillDist1	spillRadius1	DmgUpg	dmod1	DPS	weapType2	targs2	showUI2	rangeN2	RngTst2	RngBuff2	atkType2	weapTp2	cool2	mincool2	dice2	sides2	dmgplus2	dmgUp2	mindmg2	avgdmg2	maxdmg2	dmgpt2	backSw2	Farea2	Harea2	Qarea2	Hfact2	Qfact2	splashTargs2	targCount2	damageLoss2	spillDist2	spillRadius2	InBeta
Etyr	z1	vher	tyrande	1	650	-	0.5	0.83	0	0	100	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.46	-	2	6	0	-	2	7	12	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.84552845528455	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.3	0.7	-	-	-	-	-	_	1	0	0	0	0
Ewrd	z1	vher	Maiev	1	650	-	0.5	0.83	25	0	80	0	80	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.05	-	2	11	0	-	2	12	22	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	5.85365853658537	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.3	0.7	-	-	-	-	-	_	1	0	0	0	0
Hant	z1	vher	antonidus	1	600	-	0.3	2.4	15	0	66	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.85	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.34741784037559	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.85	-	-	-	-	-	_	1	0	0	0	0
Hapm	z1	vher	Admiral Proudmoore	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	22	-	24	29	34	0.433	0.567	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	13.1818181818182	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.567	-	-	-	-	-	_	1	0	0	0	0
Harf	z1	vher	arthas w/ frostmourne	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	2.2	-	2	6	22	-	24	29	34	0.433	0.567	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	13.1818181818182	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.567	-	-	-	-	-	_	1	0	0	0	0
Hart	z1	vher	arthas	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	0	-	2	7	12	0.433	0.567	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.18181818181818	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.567	-	-	-	-	-	_	1	0	0	0	0
Hdgo	z1	vher	Dagren the Orcslayer	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	0	-	2	7	12	0.433	0.433	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.18181818181818	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.433	-	-	-	-	-	_	1	0	0	0	0
Hhkl	z1	vher	Halahk the Lifebringer	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	0	-	2	7	12	0.433	0.433	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.18181818181818	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.433	-	-	-	-	-	_	1	0	0	0	0
Hjai	z1	vher	jaina	1	600	-	0.3	2.4	15	0	66	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.4	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.34741784037559	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.4	-	-	-	-	-	_	1	0	0	0	0
Hkal	z1	vher	Kael	1	600	-	0.3	2.4	15	0	66	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.85	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.34741784037559	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.85	-	-	-	-	-	_	1	0	0	0	0
Hlgr	z1	vher	Lord Garithos	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	0	-	2	7	12	0.433	0.567	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.18181818181818	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.567	-	-	-	-	-	_	1	0	0	0	0
Hmbr	z1	vher	muradin bronzebeard	1	500	-	0.4	0.5	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.22	-	2	6	0	-	2	7	12	0.633	0.366	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.15315315315315	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.633	0.366	-	-	-	-	-	_	1	0	0	0	0
Hmgd	z1	vher	Margoth the Defender	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	0	-	2	7	12	0.433	0.433	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.18181818181818	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.433	-	-	-	-	-	_	1	0	0	0	0
Hpb1	z1	vher	paladin boss 1	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	0	-	2	7	12	0.433	0.433	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.18181818181818	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.433	-	-	-	-	-	_	1	0	0	0	0
Hpb2	z1	vher	paladin boss 2	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	0	-	2	7	12	0.433	0.433	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.18181818181818	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.433	-	-	-	-	-	_	1	0	0	0	0
Huth	z1	vher	uther	1	500	-	0.5	1.67	0	0	60	0	60	0	MetalHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.2	-	2	6	0	-	2	7	12	0.433	0.567	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.18181818181818	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.433	0.567	-	-	-	-	-	_	1	0	0	0	0
Hvsh	z1	vher	Lady Vashj	1	600	-	0.4	0.5	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	1.9	-	2	4	0	-	2	5	8	0.73	0.54	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.63157894736842	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.46	0.54	-	-	-	-	-	_	1	0	0	0	0
Hvwd	z1	vher	sylvanus windrunner	1	650	-	0.3	0.51	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward,wall	1	600	-	250	hero	missile	2.46	-	2	6	0	-	2	7	12	0.7	0.58	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.84552845528455	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.7	0.58	-	-	-	-	-	_	1	0	0	0	0
Nbbc	z1	vher	blackrock blademaster	1	500	-	0.3	0.51	0	0	60	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.77	-	2	12	0	-	2	13	24	0.33	0.84	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	7.34463276836158	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.33	0.84	-	-	-	-	-	_	1	0	0	0	0
Nklj	z1	vher	Kiljaeden	1	500	-	0.3	0.51	0	40	70	0	70	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.55	-	-	-	-	-	_	1	0	0	0	0
Nkjx	z1	vher	Kiljaeden - cinematic only	1	500	-	0.3	0.51	0	40	70	0	70	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.55	-	-	-	-	-	_	1	0	0	0	0
Nmag	z1	vher	Magtheridon	1	500	-	0.5	0.51	0	0	60	0	90	0	MetalHeavySlice	ground,structure,debris,item,ward	1	200	-	250	hero	normal	2.05	-	2	6	0	-	2	7	12	0.8	0.7	-	-	-	-	-	_	1	0	0	0	-	-	3.41463414634146	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.8	0.7	-	-	-	-	-	_	1	0	0	0	0
Nman	z1	zz	mannoroth	1	500	-	0.5	0.51	0	0	60	0	90	0	MetalHeavySlice	ground,structure,debris,item,ward	1	200	-	250	pierce	normal	1.3	-	1	8	14	-	15	18.5	22	0.833	0.45	-	-	-	-	-	_	1	0	0	0	-	33	14.2307692307692	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.833	0.45	-	-	-	-	-	_	1	0	0	0	0
nplg	z1	zz	giant polar bear	1	500	-	0.5	0.51	0	0	60	0	90	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	normal	normal	1.35	-	1	5	33	-	34	36	38	0.63	0.67	 - 	 - 	 - 	-	-	_	1	0	0	0	high	22	26.6666666666667	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
Nsjs	z1	vher	Sinjo Stormstout	1	500	-	0.4	0.5	0	0	60	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.22	-	2	6	0	-	2	7	12	0.35	0.65	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.15315315315315	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.35	0.65	-	-	-	-	-	_	1	0	0	0	0
Ocbh	z1	vher	cairne bloodhoof	1	500	-	0.47	0.8	0	100	60	0	100	0	MetalHeavyChop	ground,structure,debris,item,ward	1	128	-	250	hero	normal	2.05	-	2	6	0	-	2	7	12	0.36	0.97	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.41463414634146	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.36	0.97	-	-	-	-	-	_	1	0	0	0	0
Ocb2	z1	vher	cairne bloodhoof	1	500	-	0.47	0.8	0	100	60	0	100	0	MetalHeavyChop	ground,structure,debris,item,ward	1	128	-	250	hero	normal	2.05	-	2	6	0	-	2	7	12	0.36	0.97	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.41463414634146	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.36	0.97	-	-	-	-	-	_	1	0	0	0	0
Odrt	z1	vher	Drek'Thar	1	600	-	0.3	1.07	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.28	-	2	4	0	-	2	5	8	0.3	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.19298245614035	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.3	0.5	-	-	-	-	-	_	1	0	0	0	0
Ogld	z1	vher	Gul'Dan	1	1500	-	0.5	1.67	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	1500	-	250	chaos	missile	2.28	-	4	20	80	-	84	122	160	0.3	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	46	53.5087719298246	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.3	0.5	-	-	-	-	-	_	1	0	0	0	0
Ogrh	z1	vher	grom hellscream	1	500	-	0.3	0.51	0	0	60	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.77	-	2	12	0	-	2	13	24	0.5	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	7.34463276836158	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.5	0.5	-	-	-	-	-	_	1	0	0	0	0
Opgh	z1	vher	possessed grom hellscream	1	500	-	0.3	0.51	0	0	60	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	chaos	normal	1.77	-	2	12	12	-	14	25	36	0.5	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	41	14.1242937853107	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.5	0.5	-	-	-	-	-	_	1	0	0	0	0
Orex	z1	vher	Rexxar	3	500	-	0.5	0.5	0	0	60	0	90	0	MetalHeavySlice	ground,structure,debris,item,ward	1	128	-	250	hero	normal	2.05	-	2	6	10	-	12	17	22	0.3	0.7	-	-	-	-	-	_	1	0	0	0	-	22	8.29268292682927	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	6	0	-	2	7	12	0.3	0.7	-	-	-	-	-	_	1	0	0	0	0
Orkn	z1	vher	Rokhan	1	600	-	0.3	1.07	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.28	-	2	4	0	-	2	5	8	0.3	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.19298245614035	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.3	0.5	-	-	-	-	-	_	1	0	0	0	0
Osam	z1	vher	Samuro	1	500	-	0.3	0.51	10	40	50	0	60	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.77	-	2	12	0	-	2	13	24	0.33	0.84	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	7.34463276836158	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.33	0.84	-	-	-	-	-	_	1	0	0	0	0
Otcc	z1	vher	cairne bloodhoof cinematic	1	500	-	0.47	0.8	0	100	60	0	100	0	MetalHeavyChop	ground,structure,debris,item,ward	1	128	-	250	hero	normal	2.05	-	2	6	0	-	2	7	12	0.36	0.97	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.41463414634146	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.36	0.97	-	-	-	-	-	_	1	0	0	0	0
Othr	z1	vher	thrall	1	600	-	0.6	1	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.28	-	2	4	0	-	2	5	8	0.3	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.19298245614035	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.3	0.5	-	-	-	-	-	_	1	0	0	0	0
Uanb	z1	vher	Anub'arak	1	500	-	0.4	1.1	0	0	130	0	60	0	WoodHeavyBash	ground,structure,debris,item,ward	1	128	-	250	hero	normal	1.9	-	2	4	0	-	2	5	8	0.46	0.54	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.63157894736842	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.46	0.54	-	-	-	-	-	_	1	0	0	0	0
Ubal	z1	vher	Balnazzar	1	500	-	0.3	1.53	0	0	140	0	200	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.55	-	-	-	-	-	_	1	0	0	0	0
Uclc	z1	vher	kelthuzadlich cinematic	1	600	-	0.4	1.1	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	1.9	-	2	4	0	-	2	5	8	0.46	0.54	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.63157894736842	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.46	0.54	-	-	-	-	-	_	1	0	0	0	0
Udth	z1	vher	Dethecus	1	500	-	0.9	1.1	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.55	-	-	-	-	-	_	1	0	0	0	0
Uear	z1	vher	evil arthas	1	500	-	0.452	1.008	0	0	60	0	100	0	MetalHeavySlice	ground,structure,debris,item,ward	1	100	-	250	hero	normal	2.33	-	2	6	0	-	2	7	12	0.56	0.41	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.00429184549356	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.56	0.41	-	-	-	-	-	_	1	0	0	0	0
Uktl	z1	vher	kelthuzadlich	1	600	-	0.4	1.1	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	1.9	-	2	4	0	-	2	5	8	0.46	0.54	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.63157894736842	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.46	0.54	-	-	-	-	-	_	1	0	0	0	0
Umal	z1	vher	malganis	1	500	-	0.9	1.1	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.55	-	-	-	-	-	_	1	0	0	0	0
Usyl	z1	vher	Evil Sylvanas	1	650	-	0.4	0.5	0	0	60	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.46	-	2	6	0	-	2	7	12	0.3	0.7	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.84552845528455	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.3	0.7	-	-	-	-	-	_	1	0	0	0	0
Utic	z1	vher	tichondrius	1	500	-	0.9	1.1	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.55	-	-	-	-	-	_	1	0	0	0	0
Uvar	z1	vher	Varimathras	1	500	-	0.9	1.1	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.55	-	-	-	-	-	_	1	0	0	0	0
Uvng	z1	vher	Vengyr	1	500	-	0.9	1.1	0	0	60	0	100	0	WoodHeavyBash	ground,structure,debris,item,ward	1	100	-	250	hero	normal	1.8	-	2	6	0	-	2	7	12	0.55	0.55	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	3.88888888888889	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.55	-	-	-	-	-	_	1	0	0	0	0
Uwar	z1	vher	Archimonde	1	600	-	0.3	0.51	0	40	120	0	90	0	_	ground,structure,debris,air,item,ward	1	600	-	250	chaos	msplash	2	-	6	20	0	-	6	63	120	0.5	0.6	50	150	250	0.5	0.25	ground,structure,debris,air,enemy	1	0	0	0	-	-	31.5	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.5	0.6	-	-	-	-	-	_	1	0	0	0	0
Hgam	z1	vher	Ghostly Archmage	1	600	-	0.3	2.4	15	0	66	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.85	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	2.34741784037559	_	ground,structure,debris,air,item,ward	1	500	-	250	hero	missile	2.13	-	2	4	0	-	2	5	8	0.55	0.85	-	-	-	-	-	_	1	0	0	0	0
eilw	z2	zz	illidan wagon	0	500	-	-	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
enec	z2	zz	night elf courier	0	-	-	-	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
ensh	z2	zz	Naisha	1	500	-	0.6	0.4	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	225	-	250	normal	mbounce	1.8	-	1	5	26	-	27	29	31	0.46	0.54	400	 - 	 - 	-	-	ground,structure,debris,item,ward,enemy	5	0.5	0	0	high	22	16.1111111111111	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
eshd	z2	zz	Shandris	1	600	-	0.3	0.51	11	62	71	0	60	0	_	ground,structure,debris,air,item,ward	1	600	-	250	pierce	missile	1.3	-	1	6	26	-	27	29.5	32	0.72	0.28	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	22.6923076923077	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
etrs	z2	zz	night elf transport ship	0	-	-	-	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	-	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
hbew	z2	zz	blood elf wagon	0	500	-	-	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
hcth	z2	zz	the captain	1	500	-	-	0.51	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	100	-	250	normal	normal	1	-	1	2	19	-	20	20.5	21	0.5	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	high	11	20.5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
hhdl	z2	zz	headless rider	0	500	-	-	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
hhes	z2	zz	high elven swordsman	1	500	-	0.3	0.51	0	0	60	0	60	0	MetalMediumSlice	ground,structure,debris,item,ward	1	90	-	250	normal	normal	1.35	-	1	2	11	-	12	12.5	13	0.5	0.5	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	9.25925925925926	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
hrdh	z2	zz	pack horse	0	-	-	-	0.51	0	0	60	0	60	0	_	_	1	-	-	-	normal	_	0	-	-	-	-	-	 - 	-	 - 	-	-	 - 	 - 	 - 	-	-	_	1	0	0	0	NaN	NaN	NaN	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
Naka	z1	zz	Akama	1	500	-	0.3	0.51	0	70	150	0	150	0	MetalMediumSlice	ground,structure,debris,item,ward	1	128	-	250	hero	normal	1.8	-	2	8	0	-	2	9	16	0.59	0.58	 - 	 - 	 - 	-	-	_	1	0	0	0	-	-	5	_	_	1	-	-	-	normal	_	-	-	-	-	-	-	 - 	-	 - 	-	-	-	-	-	-	-	_	1	0	0	0	0
